	title	link	published	category
146	Режиссер «Русалочки» прокомментировал выбор темнокожей актрисы на главную роль	https://lenta.ru/news/2022/12/25/role/	Sun, 25 Dec 2022 05:21:29 +0300	Культура
147	В США признали ошибки в течение 30 лет по всем ключевым глобальным вопросам	https://lenta.ru/news/2022/12/25/mistakes/	Sun, 25 Dec 2022 05:16:27 +0300	Интернет и СМИ
148	В США из-за снежной бури погибли 23 человека	https://lenta.ru/news/2022/12/25/usa/	Sun, 25 Dec 2022 05:02:00 +0300	Мир
149	В Киеве возмутились сравнением Зеленского с управляющим стриптиз-клуба	https://lenta.ru/news/2022/12/25/kievotvet/	Sun, 25 Dec 2022 04:57:00 +0300	Бывший СССР
150	Нейросеть создала прототип «советского айфона»	https://lenta.ru/news/2022/12/25/ussriphone/	Sun, 25 Dec 2022 04:55:00 +0300	Наука и техника
151	Ученые выявили признаки щедрого мужчины	https://lenta.ru/news/2022/12/25/shedriymuzh/	Sun, 25 Dec 2022 04:44:00 +0300	Наука и техника
152	Популярный iPhone подешевел в России	https://lenta.ru/news/2022/12/25/deshevo/	Sun, 25 Dec 2022 04:30:25 +0300	Наука и техника
153	Американский телеведущий назвал главную ложь года о России	https://lenta.ru/news/2022/12/25/lie/	Sun, 25 Dec 2022 04:24:00 +0300	Интернет и СМИ
154	Россияне во время корпоратива заперли коллегу в сейфе и не смогли его освободить	https://lenta.ru/news/2022/12/25/seif/	Sun, 25 Dec 2022 03:59:42 +0300	Россия
155	Венгрия предупредила об «опасной ситуации» из-за роста цен на энергоносители	https://lenta.ru/news/2022/12/25/orban/	Sun, 25 Dec 2022 03:58:05 +0300	Мир
156	США прокомментировали решение талибов отстранить женщин от работы в НПО	https://lenta.ru/news/2022/12/25/npo/	Sun, 25 Dec 2022 03:52:47 +0300	Мир
157	Юрист предупредила россиян об опасных кредитах	https://lenta.ru/news/2022/12/25/kredity/	Sun, 25 Dec 2022 03:39:39 +0300	Россия
158	Премьер-министр Белоруссии заявил о дефляции в стране	https://lenta.ru/news/2022/12/25/deflation/	Sun, 25 Dec 2022 03:31:10 +0300	Бывший СССР
159	Эрдоган пообещал новые данные по газовому месторождению в Черном море	https://lenta.ru/news/2022/12/25/erdogan/	Sun, 25 Dec 2022 03:20:41 +0300	Мир
160	Король Испании назвал конфликт на Украине причиной энергокризиса	https://lenta.ru/news/2022/12/25/spain/	Sun, 25 Dec 2022 03:09:00 +0300	Экономика
161	Стало известно о планах Netflix выпустить аниме-сериал по «Очень странным делам»	https://lenta.ru/news/2022/12/25/anime/	Sun, 25 Dec 2022 03:08:00 +0300	Культура
162	В российском городе участников СВО не пустили в кафе из-за военной формы	https://lenta.ru/news/2022/12/25/forma/	Sun, 25 Dec 2022 02:57:55 +0300	Россия
163	Российский пенсионер отрубил голову соседке в ответ на замечание	https://lenta.ru/news/2022/12/25/thin/	Sun, 25 Dec 2022 02:51:54 +0300	Силовые структуры
164	Аналитик назвал главную цель обвала курса рубля	https://lenta.ru/news/2022/12/25/ruble/	Sun, 25 Dec 2022 02:37:00 +0300	Экономика
165	Германия попала в западню из-за отказа от российского газа	https://lenta.ru/news/2022/12/25/zapadnya/	Sun, 25 Dec 2022 02:20:00 +0300	Мир
166	Погибшего в Канаде 18-летнего российского хоккеиста похоронили в Торонто	https://lenta.ru/news/2022/12/25/kazbekov/	Sun, 25 Dec 2022 02:03:37 +0300	Спорт
167	Подозреваемого в убийстве россиянки задержали в Армении	https://lenta.ru/news/2022/12/25/gumrizaderzhali/	Sun, 25 Dec 2022 01:54:00 +0300	Бывший СССР
168	Капитан хоккейного клуба возмутился реакцией зрителей на гимн России в Астане	https://lenta.ru/news/2022/12/25/astana/	Sun, 25 Dec 2022 01:50:24 +0300	Спорт
169	Дочь солиста группы «На-На» выписали из больницы	https://lenta.ru/news/2022/12/24/politov/	Sun, 25 Dec 2022 01:39:18 +0300	Культура
170	Российский военный заманил бойцов ВСУ в ловушку	https://lenta.ru/news/2022/12/25/somov/	Sun, 25 Dec 2022 01:17:04 +0300	Россия
171	Трибуна со зрителями обрушилась во время баскетбольного матча в Египте	https://lenta.ru/news/2022/12/25/tribuna/	Sun, 25 Dec 2022 01:07:29 +0300	Спорт
172	В Израиле сообщили о планах России помешать Украине получить самую передовую ПВО	https://lenta.ru/news/2022/12/25/pvo/	Sun, 25 Dec 2022 01:06:26 +0300	Интернет и СМИ
173	Захарова порадовалась дню без политических новостей	https://lenta.ru/news/2022/12/25/mashapovzroslela/	Sun, 25 Dec 2022 01:03:00 +0300	Мир
174	Талибы запретили женщинам работать в НПО	https://lenta.ru/news/2022/12/25/womenafganistan/	Sun, 25 Dec 2022 00:55:00 +0300	Мир
175	Норвежский лыжник оценил отсутствие россиян на международных турнирах	https://lenta.ru/news/2022/12/25/nortug/	Sun, 25 Dec 2022 00:34:21 +0300	Спорт
176	Все застрявшие в Египте россияне вернулись домой	https://lenta.ru/news/2022/12/25/hurgada/	Sun, 25 Dec 2022 00:33:00 +0300	Путешествия
177	В Китае напомнили о планах по высадке на Луну	https://lenta.ru/news/2022/12/25/nc0m/	Sun, 25 Dec 2022 00:30:13 +0300	Наука и техника
178	Санта-Клаус пролетел над Москвой	https://lenta.ru/news/2022/12/25/nadmoskvoy/	Sun, 25 Dec 2022 00:02:43 +0300	Мир
179	Овечкин ответил на вопрос о погоне за рекордом Гретцки	https://lenta.ru/news/2022/12/24/ovechkin_gretzky/	Sat, 24 Dec 2022 23:59:00 +0300	Спорт
180	Добыча природного газа в США рекордно упала	https://lenta.ru/news/2022/12/24/upala/	Sat, 24 Dec 2022 23:53:00 +0300	Экономика
181	Генри Кавилла обвинили в «токсичном» отношении к женщинам на съемках «Ведьмака»	https://lenta.ru/news/2022/12/24/henry/	Sat, 24 Dec 2022 23:49:00 +0300	Культура
182	Принц Гарри и Меган Маркл ответили на извинения газеты Sun	https://lenta.ru/news/2022/12/24/klarkson/	Sat, 24 Dec 2022 23:41:00 +0300	Мир
183	Россия направит 800 миллионов рублей на поставки пшеницы Кубе	https://lenta.ru/news/2022/12/24/kuba/	Sat, 24 Dec 2022 23:33:00 +0300	Экономика
184	Суд арестовал обманувшего сына Олега Табакова гендиректора российской компании	https://lenta.ru/news/2022/12/24/korotkix/	Sat, 24 Dec 2022 23:28:00 +0300	Силовые структуры
185	В США на заснеженном шоссе столкнулись десятки автомобилей	https://lenta.ru/news/2022/12/24/desyatkiauto/	Sat, 24 Dec 2022 23:04:00 +0300	Мир
186	В России создали модификацию высокоточного снаряда «Краснополь»	https://lenta.ru/news/2022/12/24/krasnopol/	Sat, 24 Dec 2022 22:57:00 +0300	Наука и техника
187	Израиль предупредил о планах России помешать Киеву получить самую передовую ПВО	https://lenta.ru/news/2022/12/24/yakov/	Sat, 24 Dec 2022 22:50:00 +0300	Мир
188	В Китае за сутки коронавирусом заразились 37 миллионов человек	https://lenta.ru/news/2022/12/24/china/	Sat, 24 Dec 2022 22:40:00 +0300	Мир
189	Российский хоккеист умер во время матча	https://lenta.ru/news/2022/12/24/hockey/	Sat, 24 Dec 2022 22:22:00 +0300	Спорт
190	Парижского стрелка перевели в психиатрическую больницу	https://lenta.ru/news/2022/12/24/psihbolnitsa/	Sat, 24 Dec 2022 22:14:00 +0300	Мир
191	Американский генерал заявил об огромных потерях ВСУ и большой опасности	https://lenta.ru/news/2022/12/24/velikaya/	Sat, 24 Dec 2022 22:09:00 +0300	Мир
192	Военкор показал последствия обстрела ВСУ больницы в Донецке	https://lenta.ru/news/2022/12/24/donetzk/	Sat, 24 Dec 2022 22:05:00 +0300	Россия
193	Врач назвала самую вредную кашу для пожилых людей	https://lenta.ru/news/2022/12/24/kasha/	Sat, 24 Dec 2022 22:00:00 +0300	Забота о себе
194	Названы основные конкуренты россиян за жилье в Дубае	https://lenta.ru/news/2022/12/24/konkurentydubai/	Sat, 24 Dec 2022 21:58:00 +0300	Путешествия
195	Слуцкому посоветовали попробовать себя в стендапе	https://lenta.ru/news/2022/12/24/slutskiy/	Sat, 24 Dec 2022 21:56:06 +0300	Спорт
196	Экспорт из Белоруссии в Россию достиг рекордного уровня	https://lenta.ru/news/2022/12/24/export/	Sat, 24 Dec 2022 21:47:00 +0300	Экономика
197	В Раде заявили о диверсификации энергосистемы Украины	https://lenta.ru/news/2022/12/24/sistema/	Sat, 24 Dec 2022 21:44:00 +0300	Бывший СССР
198	Новак заявил о невозможности отрезать Россию от мирового рынка энергоресурсов	https://lenta.ru/news/2022/12/24/novak/	Sat, 24 Dec 2022 21:41:16 +0300	Экономика
199	Сальдо назвал обстрел Херсона провокацией ВСУ	https://lenta.ru/news/2022/12/24/saldo/	Sat, 24 Dec 2022 21:29:00 +0300	Россия
200	Трутнев и Кириенко предложили Путину открыть в регионах центры подготовки спецназа	https://www.vedomosti.ru/politics/news/2022/12/25/956987-predlozhili-otkrit-tsentri-spetsnaza	Sun, 25 Dec 2022 20:23:39 +0300	Политика
201	Минтранс Турции: по «зерновому коридору» вывезено более 15 млн тонн агропродукции	https://www.vedomosti.ru/society/news/2022/12/25/956969-zernovomu-koridoru-vivezeno-agroproduktsii	Sun, 25 Dec 2022 19:47:06 +0300	Общество
202	Рогозину дважды в день докладывают о других пострадавших при обстреле в Донецке	https://www.vedomosti.ru/politics/news/2022/12/25/956966-rogozinu-dokladivayut-postradavshih-obstrele	Sun, 25 Dec 2022 18:31:04 +0300	Политика
203	Арестович допустил, что США могут «кинуть» Украину после 2023 года	https://www.vedomosti.ru/politics/news/2022/12/25/956965-arestovich	Sun, 25 Dec 2022 18:01:48 +0300	Политика
204	Папа Римский призвал вспомнить обо всех затяжных конфликтах в мире	https://www.vedomosti.ru/society/news/2022/12/25/956964-papa-rimskii-vspomnit-konfliktah	Sun, 25 Dec 2022 17:55:23 +0300	Общество
205	Al Hadath: у берегов Турции на сухогрузе произошел взрыв	https://www.vedomosti.ru/society/news/2022/12/25/956959-suhogruze	Sun, 25 Dec 2022 17:26:53 +0300	Общество
206	На Украине сообщили о загрязнении реки Днестр нефтепродуктами	https://www.vedomosti.ru/society/news/2022/12/25/956957-ukraine-soobschili	Sun, 25 Dec 2022 16:58:54 +0300	Общество
207	Avas: экс-президент Мальдив Абдулла Ямин признан виновным во взяточничестве	https://www.vedomosti.ru/politics/news/2022/12/25/956956-eks-prezident-maldiv-vinovnim-vzyatochnichestve	Sun, 25 Dec 2022 16:51:49 +0300	Политика
208	В Госдуме предложили считать игорный бизнес направлением туризма	https://www.vedomosti.ru/politics/news/2022/12/25/956955-gosdume	Sun, 25 Dec 2022 16:38:27 +0300	Политика
209	FT: Tesla за неделю потеряла $85 млрд рыночной стоимости	https://www.vedomosti.ru/business/news/2022/12/25/956953-tesla	Sun, 25 Dec 2022 16:14:05 +0300	Бизнес
210	В КНР сообщили о проведении военных учений у Тайваня	https://www.vedomosti.ru/politics/news/2022/12/25/956951-soobschili-provedenii	Sun, 25 Dec 2022 15:30:20 +0300	Политика
211	Большинство опрошенных граждан Германии не поддержали поставки танков Киеву	https://www.vedomosti.ru/politics/news/2022/12/25/956949-germanii	Sun, 25 Dec 2022 15:02:09 +0300	Политика
212	Умер бывший главнокомандующий Сухопутными войсками ВС России Алексей Маслов	https://www.vedomosti.ru/politics/news/2022/12/25/956947-umer-maslov	Sun, 25 Dec 2022 14:30:51 +0300	Политика
213	Минобороны сообщило об ударе по пункту дислокации иностранного подразделения	https://www.vedomosti.ru/politics/news/2022/12/25/956945-minoboroni-punktu-inostrannogo	Sun, 25 Dec 2022 14:25:36 +0300	Политика
214	Путин назвал целью России объединение русского народа	https://www.vedomosti.ru/politics/news/2022/12/25/956943-nazval-tselyu	Sun, 25 Dec 2022 13:24:55 +0300	Политика
215	Путин: 99,9% россиян готовы положить все в интересах Родины	https://www.vedomosti.ru/politics/news/2022/12/25/956942-putin	Sun, 25 Dec 2022 13:06:10 +0300	Политика
216	Пригожин посетил главу «Русского дома» в ЦАР после покушения	https://www.vedomosti.ru/politics/news/2022/12/25/956940-prigozhin-posetil	Sun, 25 Dec 2022 12:36:28 +0300	Политика
217	MPG: более 75% граждан Армении хорошо относятся к притоку россиян	https://www.vedomosti.ru/society/news/2022/12/25/956938-mpg	Sun, 25 Dec 2022 12:05:14 +0300	Общество
218	Новак спрогнозировал новый виток энергокризиса через 5-10 лет	https://www.vedomosti.ru/economics/news/2022/12/25/956936-novak-sprognoziroval	Sun, 25 Dec 2022 11:32:11 +0300	Экономика
219	В Запорожской области сообщили о создании эшелонированной линии обороны	https://www.vedomosti.ru/politics/news/2022/12/25/956935-zaporozhskoi	Sun, 25 Dec 2022 11:07:22 +0300	Политика
220	Силуанов: Россия будет искать новые рынки сбыта нефти даже при росте издержек	https://www.vedomosti.ru/economics/news/2022/12/25/956933-siluanov	Sun, 25 Dec 2022 10:42:07 +0300	Экономика
221	МИД Китая назвал отношения КНР с Россией крепкими, как монолит	https://www.vedomosti.ru/politics/news/2022/12/25/956931-mid-kitaya	Sun, 25 Dec 2022 09:56:41 +0300	Политика
222	Володин предложил повысить налоги для уехавших россиян	https://www.vedomosti.ru/politics/news/2022/12/25/956930-volodin	Sun, 25 Dec 2022 09:26:45 +0300	Политика
223	Правительство России выделило 800 млн рублей на поставки пшеницы Кубе	https://www.vedomosti.ru/politics/news/2022/12/24/956927-rossii-800-mln-pshenitsi-kube	Sat, 24 Dec 2022 22:29:42 +0300	Политика
224	Губернатор Белгородской области сообщил о ранении подростка	https://www.vedomosti.ru/society/news/2022/12/24/956924-belgorodskoi-podrostok-poluchil-ranenii-podrostka	Sat, 24 Dec 2022 21:06:33 +0300	Общество
225	Скончался гендиректор «Адмиралтейских верфей» Александр Бузаков	https://www.vedomosti.ru/society/news/2022/12/24/956922-skonchalsya-gendirektor-admiralteiskih-verfei	Sat, 24 Dec 2022 20:11:03 +0300	Общество
226	МЧС: причиной быстрого развития пожара в Кемерове мог стать поздний вызов спасателей	https://www.vedomosti.ru/society/news/2022/12/24/956920-prichinoi-pozhara-pozdnii-vizov	Sat, 24 Dec 2022 19:29:06 +0300	Общество
227	В Москве и Подмосковье из-за гололедицы объявили «желтый» уровень опасности	https://www.vedomosti.ru/society/news/2022/12/24/956919-moskve-gololeditsi-obyavili-opasnosti	Sat, 24 Dec 2022 18:42:39 +0300	Общество
228	Премьер Белоруссии спрогнозировал рекордный объем экспорта в Россию	https://www.vedomosti.ru/economics/news/2022/12/24/956917-eksporta	Sat, 24 Dec 2022 18:03:19 +0300	Экономика
229	В Венгрии заявили, что рост цен на энергоносители обошелся стране в 10 млрд евро	https://www.vedomosti.ru/economics/news/2022/12/24/956915-vengrii-zayavili	Sat, 24 Dec 2022 17:35:07 +0300	Экономика
230	Мантуров: Россия избежала критического падения несырьевого неэнергетического экспорта	https://www.vedomosti.ru/economics/news/2022/12/24/956913-manturov	Sat, 24 Dec 2022 17:03:23 +0300	Экономика
231	Рогозин получил осколочное ранение и контузию в результате обстрела	https://www.vedomosti.ru/politics/news/2022/12/24/956911-rogozin	Sat, 24 Dec 2022 16:30:52 +0300	Политика
232	В Харькове переименуют академический драмтеатр имени Пушкина	https://www.vedomosti.ru/society/news/2022/12/24/956912-harkove-pereimenuyut-dramteatr	Sat, 24 Dec 2022 16:30:33 +0300	Общество
233	Минобороны сообщило об уничтожении группы иностранных наемников в ДНР	https://www.vedomosti.ru/politics/news/2022/12/24/956909-minoboroni-soobschilo	Sat, 24 Dec 2022 16:11:08 +0300	Политика
234	Мишустин подписал распоряжение о предоставлении ПФР 1,5 трлн рублей на соцвыплаты	https://www.vedomosti.ru/society/news/2022/12/24/956908-mishustin-predostavlenii-pfr-sotsviplati	Sat, 24 Dec 2022 15:47:48 +0300	Общество
235	Орбан: Украина может воевать до тех пор, пока ее поддерживают США	https://www.vedomosti.ru/politics/news/2022/12/24/956906-orban-ukraina	Sat, 24 Dec 2022 15:41:50 +0300	Политика
236	МИД КНР выразил несогласие с оборонным бюджетом США из-за положений о Тайване	https://www.vedomosti.ru/politics/news/2022/12/24/956904-mid-knr-nesoglasie-ssha	Sat, 24 Dec 2022 15:05:31 +0300	Политика
237	Умер юморист Александр Пономаренко	https://www.vedomosti.ru/society/news/2022/12/24/956903-ponomarenko	Sat, 24 Dec 2022 15:04:40 +0300	Общество
238	Следствие предъявило обвинение владельцу приюта в Кемерове, где погибли 22 человека	https://www.vedomosti.ru/society/news/2022/12/24/956902-sledstvie-predyavilo	Sat, 24 Dec 2022 14:46:44 +0300	Общество
239	«Укрэнерго» сообщила о прекращении выработки на одной электростанции	https://www.vedomosti.ru/politics/news/2022/12/24/956900-ukrenergo-soobschila	Sat, 24 Dec 2022 14:10:09 +0300	Политика
240	Власти Курской области сообщили об обстреле ВСУ села Попово-Лежачи	https://www.vedomosti.ru/politics/news/2022/12/24/956898-vlasti-kurskoi	Sat, 24 Dec 2022 13:38:24 +0300	Политика
241	МВД подготовило законопроект о наказании за вождение под воздействием лекарств	https://www.vedomosti.ru/society/news/2022/12/24/956897-mvd-podgotovilo	Sat, 24 Dec 2022 13:08:31 +0300	Общество
242	Воронежские власти объяснили срабатывание сирен в регионе тренировкой	https://www.vedomosti.ru/society/news/2022/12/24/956894-srabativanie-siren	Sat, 24 Dec 2022 12:32:47 +0300	Общество
243	В России продлили программу льготного кредитования импортной продукции	https://www.vedomosti.ru/economics/news/2022/12/24/956893-lgotnogo-kreditovaniya	Sat, 24 Dec 2022 12:08:07 +0300	Экономика
244	В ЛНР анонсировали выплаты пособий по безработице	https://www.vedomosti.ru/politics/news/2022/12/24/956891-posobiya	Sat, 24 Dec 2022 11:44:32 +0300	Политика
245	Nikkei: в Японии прекратят страховать суда в водах РФ от военного ущерба	https://www.vedomosti.ru/politics/news/2022/12/24/956890-yaponii	Sat, 24 Dec 2022 11:13:57 +0300	Политика
246	В МИДе заявили о планах сохранить объем прокачки нефти через Украину	https://www.vedomosti.ru/economics/news/2022/12/24/956886-obem-prokachki	Sat, 24 Dec 2022 10:24:54 +0300	Экономика
247	Минобороны назвало участников военно-биологических программ США на Украине	https://www.vedomosti.ru/politics/news/2022/12/24/956885-minoboroni	Sat, 24 Dec 2022 10:08:02 +0300	Политика
248	При пожаре в доме престарелых в Кемерове погибли 20 человек	https://www.vedomosti.ru/society/news/2022/12/24/956884-pri-pozhare	Sat, 24 Dec 2022 09:26:03 +0300	Общество
249	Голикова поручила проработать запрет продажи энергетических напитков детям	https://www.vedomosti.ru/society/news/2022/12/23/956877-golikova-poruchila-prorabotat	Fri, 23 Dec 2022 22:47:47 +0300	Общество
250	Мишустин утвердил концепцию формирования и развития культуры информбезопасности	https://www.vedomosti.ru/society/news/2022/12/23/956874-mishustin-utverdil-kontseptsiyu	Fri, 23 Dec 2022 22:21:34 +0300	Общество
251	Лавров: Россия не имеет отношения к решению Варданяна отправиться в Карабах	https://www.vedomosti.ru/politics/news/2022/12/23/956872-rossiya-ne-imeet-otnosheniya	Fri, 23 Dec 2022 21:53:10 +0300	Политика
252	Минюст включил «Роскомсвободу» и Колесникова в реестр иностранных агентов	https://www.vedomosti.ru/society/news/2022/12/23/956870-minyust-vklyuchil-roskomsvobodu	Fri, 23 Dec 2022 21:26:23 +0300	Общество
253	Axios: миллиардер Блумберг хочет купить Dow Jones или The Washington Post	https://www.vedomosti.ru/business/news/2022/12/23/956869-blumberg-hochet-dow	Fri, 23 Dec 2022 21:20:08 +0300	Бизнес
254	Нанесенный украинскими обстрелами Брянской области ущерб превысил 100 млн рублей	https://www.vedomosti.ru/politics/news/2022/12/23/956868-nanesennii-ukrainskimi-obstrelami	Fri, 23 Dec 2022 20:56:47 +0300	Политика
255	В Грузии подтвердили сообщения о принудительном закрытии счетов граждан России	https://www.vedomosti.ru/finance/news/2022/12/23/956867-v-gruzii-podtverdili	Fri, 23 Dec 2022 20:38:48 +0300	Финансы
256	Байден подписал военный бюджет США в размере $858 млрд	https://www.vedomosti.ru/politics/news/2022/12/23/956865-baiden-podpisal	Fri, 23 Dec 2022 20:16:26 +0300	Политика
257	Глава РФС заявил о поддержке большинством клубов РПЛ перехода в Азию	https://www.vedomosti.ru/society/news/2022/12/23/956857-rfs-zayavil-o-podderzhke	Fri, 23 Dec 2022 19:52:36 +0300	Общество
258	Путин указал на важность контроля за качеством выпускаемых в России вооружений	https://www.vedomosti.ru/politics/news/2022/12/23/956862-putin-ukazal-na-vazhnost-kontrolya	Fri, 23 Dec 2022 19:35:04 +0300	Политика
259	Путин обозначил ключевую задачу для предприятий ОПК	https://www.vedomosti.ru/politics/news/2022/12/23/956854-putin-oboznachil-klyuchevuyu	Fri, 23 Dec 2022 19:11:04 +0300	Политика
260	МАГАТЭ предложило разместить постоянные миссии на всех украинских АЭС	https://www.vedomosti.ru/politics/news/2022/12/23/956853-magate-predlozhilo-razmestit	Fri, 23 Dec 2022 19:04:18 +0300	Политика
261	Глава Запорожской области анонсировал строительство трассы Симферополь – Ростов	https://www.vedomosti.ru/society/news/2022/12/23/956850-glava-zaporozhskoi-anonsiroval	Fri, 23 Dec 2022 18:51:29 +0300	Общество
262	Генпрокуратура утвердила обвинение распространяющим фейки про СВО иностранцам	https://www.vedomosti.ru/politics/news/2022/12/23/956847-genprokuratura-utverdila-obvinenie	Fri, 23 Dec 2022 18:31:06 +0300	Политика
263	Финляндия потребовала от России обеспечить безопасность посольства в Москве	https://www.vedomosti.ru/politics/news/2022/12/23/956844-finlyandiya-obespechit-bezopasnost-posolstva	Fri, 23 Dec 2022 18:10:31 +0300	Политика
264	Пушилин: необходимость проведения спецоперации была очевидна еще в конце 2021 года	https://www.vedomosti.ru/politics/news/2022/12/23/956837-pushilin-neobhodimost-spetsoperatsii	Fri, 23 Dec 2022 17:46:09 +0300	Политика
265	Компания IFly отменила рейсы в Египет по 26 декабря	https://www.vedomosti.ru/business/news/2022/12/23/956835-ifly-otmenila-reisi	Fri, 23 Dec 2022 17:30:33 +0300	Бизнес
266	Путин прибыл в Тулу для проведения совещания по обеспечению ВС РФ	https://www.vedomosti.ru/politics/news/2022/12/23/956836-putin-pribil-v-tulu	Fri, 23 Dec 2022 17:30:07 +0300	Политика
267	Минобороны сообщило об уничтожении украинского Су-25 в ДНР	https://www.vedomosti.ru/politics/news/2022/12/23/956830-minoboroni-soobschilo	Fri, 23 Dec 2022 17:14:40 +0300	Политика
268	Цена на газ в Европе опустилась ниже $900 за тысячу куб. м впервые с июня	https://www.vedomosti.ru/economics/news/2022/12/23/956829-tsena-na-gaz-opustilas	Fri, 23 Dec 2022 17:03:24 +0300	Экономика
269	Вице-премьер Армении заявил о рекордном товарообороте с Россией	https://www.vedomosti.ru/economics/news/2022/12/23/956821-vitse-premer-armenii	Fri, 23 Dec 2022 17:00:24 +0300	Экономика
